0,blue,0.8906753
41,blue,0.8944467
74,blue,0.89981294
107,blue,0.8807659
141,blue,0.8774565
174,blue,0.8814626
207,blue,0.8705036
241,blue,0.8544779
274,blue,0.87583816
307,blue,0.88040626
341,blue,0.8923333
374,blue,0.8833421
407,blue,0.8864355
440,blue,0.88868415
474,blue,0.88431716
507,blue,0.889731
540,blue,0.8942368
574,blue,0.88324094
607,blue,0.8373953
640,blue,0.85075474
674,blue,0.87078094
707,blue,0.8441353
740,blue,0.8288163
773,blue,0.7843508
807,blue,0.6731152
840
873
907
940
973
1007
1040
1073
1107
1140
1173
1206
1240
1273
1306
1340
1373
1406
1440
1473
1506
1540
1573
1606
1639,blue,0.7488879
1673,blue,0.7750278
1706,blue,0.75377214
1739,blue,0.78110576
1773,blue,0.76510084
1806,blue,0.8185311
1839,blue,0.7822364
1873,blue,0.73100865
1906,blue,0.67737854
1939,blue,0.6691868
1973
2006
2039
2072
2106
2139
2172
2206
2239
2272,blue,0.6701133
2306,blue,0.7424515
2339,blue,0.7598821
2372,blue,0.81215566
2406,blue,0.8338494
2439,blue,0.86609036
2472,blue,0.88342625
2505,blue,0.87668645
2539,blue,0.90260273
2572,blue,0.8925767
2605,blue,0.8675285
2639,blue,0.8793215
2672,blue,0.8761596
2705,blue,0.8532163
2739,blue,0.8042905
2772,blue,0.7000489
2805,blue,0.7591057
2838,blue,0.8312337
2872,blue,0.83278155
2905,blue,0.87243384
2938,blue,0.8677989
2972,blue,0.86418426
3005,blue,0.8831156
3038,blue,0.86901516
3072,blue,0.8482147
3105,blue,0.792948
3138,blue,0.75277996
3172,blue,0.7908037
3205,blue,0.7001605
3238,blue,0.6607744
3271,blue,0.6845743
3305,blue,0.7879512
3338,blue,0.7423204
3371,blue,0.74194396
3405,blue,0.7041938
3438,blue,0.7111728
3471,blue,0.68595344
3505,blue,0.7095587
3538,blue,0.72126025
3571,blue,0.72605395
3605,blue,0.7195388
3638,blue,0.7293039
3671,blue,0.7088605
3704,blue,0.7050347
3738,blue,0.7480728
3771,blue,0.7809717
3804,blue,0.8085354
3838,blue,0.8363015
3871,blue,0.8397552
3904,blue,0.8191297
3938,blue,0.840899
3971,blue,0.82942706
4004,blue,0.8231812
4038
4071
4104
4137
4171
4204,blue,0.62242115
4237,blue,0.62786824
4271,blue,0.74051124
4304,blue,0.8003596
4337,blue,0.7992947
4371,blue,0.7889618
4404,blue,0.7346948
4437,blue,0.7034515
4471,blue,0.745313
4504,blue,0.75060254
4537,blue,0.7477847
4570,blue,0.73014647
4604,blue,0.77180326
4637,blue,0.8418432
4670,blue,0.843148
4704,blue,0.66821057
4737,blue,0.71527773
4770,blue,0.78814656
4804,blue,0.8143374
4837,blue,0.786068
4870,blue,0.7710175
4904,blue,0.7964555
4937,blue,0.7603806
4970,blue,0.7663232
5003,blue,0.7052191
5037,blue,0.6909627
5070,blue,0.7404998
5103,blue,0.6959887
5137,blue,0.6658872
5170,blue,0.619739
5203,blue,0.6878433
5237,blue,0.7038093
5270,blue,0.689899
5303,blue,0.66006136
5336,blue,0.6905268
5370,blue,0.6023796
5403,blue,0.72142524
5436,blue,0.6493476
5470
5503
5536
5570
5603
5636
5670
5703
5736,blue,0.65054667
5769
5803
5836
5869
5903
5936
5969
6003
6036,blue,0.61527944
6069,blue,0.7238884
6103,blue,0.8640937
6136,blue,0.9327536
6169,blue,0.92675
6202,blue,0.9464207
6236,blue,0.9439706
6269,blue,0.9505367
6302,blue,0.9463105
6336,blue,0.94516706
6369,blue,0.94228274
6402,blue,0.9296977
