0,triangle,0.98031336
38,triangle,0.988048
71,triangle,0.99160975
105,triangle,0.993072
138,triangle,0.9943669
171,triangle,0.9953329
205,triangle,0.99496305
238,triangle,0.99489224
271,triangle,0.99601704
305,triangle,0.99645674
338,triangle,0.99601156
371,triangle,0.9962694
404,triangle,0.9964403
438,triangle,0.99457395
471,triangle,0.9930054
504,triangle,0.9949511
538,triangle,0.99706876
571,triangle,0.9959343
604,triangle,0.995804
638,triangle,0.9964755
671,triangle,0.99547905
704,triangle,0.9957608
738,triangle,0.9942329
771,triangle,0.9896275
804,triangle,0.9821193
837,triangle,0.9818184
871,triangle,0.99030495
904,triangle,0.9915328
937,triangle,0.99056786
971,triangle,0.99276334
1004,triangle,0.9929973
1037,triangle,0.99166965
1071,triangle,0.99692094
1104,triangle,0.99748456
1137,triangle,0.99829596
1171,triangle,0.99850404
1204,triangle,0.9984621
1237,triangle,0.9990482
1270,triangle,0.99882865
1304,triangle,0.99876714
1337,triangle,0.9990046
1370,triangle,0.9987485
1404,triangle,0.99780667
1437,triangle,0.9951504
1470,triangle,0.98793
1504,triangle,0.95264196
1537,triangle,0.8326142
1570,triangle,0.898355
1604,triangle,0.9258742
1637,triangle,0.96855533
1670,triangle,0.9840184
1703,triangle,0.98915976
1737,triangle,0.9896339
1770,triangle,0.98330826
1803,triangle,0.9811406
1837,triangle,0.9757024
1870,triangle,0.9794389
1903,triangle,0.9839889
1937,triangle,0.98147434
1970,triangle,0.9811651
2003,triangle,0.987062
2037,triangle,0.98979664
2070,triangle,0.98693264
2103,triangle,0.98332846
2136,triangle,0.96973675
2170,triangle,0.96868116
2203,triangle,0.9865591
2236,triangle,0.983253
2270,triangle,0.9789919
2303,triangle,0.98773634
2336,triangle,0.9871805
2370,triangle,0.9753763
2403,triangle,0.9856769
2436,triangle,0.98561746
2469,triangle,0.9534981
2503,triangle,0.92868364
2536,triangle,0.988314
2569,triangle,0.99468154
2603,triangle,0.9913606
2636,triangle,0.99571747
2669,triangle,0.996646
2703,triangle,0.99677104
2736,triangle,0.9941837
2769,triangle,0.99602026
2803,triangle,0.99391055
2836,triangle,0.9944017
2869,triangle,0.9898056
2902,triangle,0.99591446
2936,triangle,0.99809396
2969,triangle,0.99849135
3002,triangle,0.9980914
3036,triangle,0.9970424
3069,triangle,0.99741113
3102,triangle,0.9953323
3136,triangle,0.99437827
3169,triangle,0.9809481
3202,triangle,0.9922457
3236,triangle,0.9972228
3269,triangle,0.99829674
3302,triangle,0.99864596
3335,triangle,0.99869853
3369,triangle,0.99891245
3402,triangle,0.9991345
3435,triangle,0.9987928
3469,triangle,0.99819463
3502,triangle,0.9976059
3535,triangle,0.9972656
3569,triangle,0.9971066
3602,triangle,0.99709773
3635,triangle,0.9968557
3669,triangle,0.9966606
3702,triangle,0.99608576
3735,triangle,0.9962376
3768,triangle,0.9967262
3802,triangle,0.99570286
3835,triangle,0.99548805
3868,triangle,0.9955269
3902,triangle,0.99500394
3935,triangle,0.99475276
3968,triangle,0.99349475
4002,triangle,0.99264085
4035,triangle,0.9915598
4068,triangle,0.9942957
4102,triangle,0.9916644
4135,triangle,0.9875021
4168,triangle,0.98236793
4201,triangle,0.9695746
4235,triangle,0.92925036
4268,triangle,0.91855186
4301,triangle,0.9539743
4335,triangle,0.93415666
4368,triangle,0.7916907
4401,triangle,0.9335977
4435,triangle,0.97444403
4468,triangle,0.9853696
4501,triangle,0.98547214
4534,triangle,0.98600316
4568,triangle,0.99156904
4601,triangle,0.9929293
4634,triangle,0.9923646
4668,triangle,0.99070424
4701,triangle,0.99455404
4734,triangle,0.9897463
4768,triangle,0.9926811
4801,triangle,0.99460113
4834,triangle,0.99408925
4868,triangle,0.9926922
4901,triangle,0.99002385
4934,triangle,0.98650485
4967,triangle,0.98247504
5001,triangle,0.98413444
5034,triangle,0.9803224
5067,triangle,0.9845434
5101,triangle,0.9872147
5134,triangle,0.98728573
5167,triangle,0.9882583
5201,triangle,0.97611684
5234,triangle,0.98212594
5267,triangle,0.9701602
5301,triangle,0.97597975
5334,triangle,0.9917689
5367,triangle,0.98994726
5400,triangle,0.9906314
5434,triangle,0.9861336
5467,triangle,0.9881448
5500,triangle,0.99064034
5534,triangle,0.9885805
5567,triangle,0.9902986
5600,triangle,0.990475
5634,triangle,0.98983556
5667,triangle,0.97895414
5700,triangle,0.98533434
5734,triangle,0.9836008
5767,triangle,0.9873064
5800,triangle,0.9814152
5833,triangle,0.9684
5867,triangle,0.9026178
5900,triangle,0.7964675
5933,triangle,0.9527221
5967,triangle,0.9892602
6000,triangle,0.9930096
6033,triangle,0.991584
6067,triangle,0.99520296
6100,triangle,0.99403495
6133,triangle,0.9913648
6167,triangle,0.94353175
6200,triangle,0.88543564
6233,triangle,0.7139705
6266,triangle,0.9577967
6300,triangle,0.97765493
6333,triangle,0.9879455
6366,triangle,0.9964107
6400,triangle,0.9963711
6433,triangle,0.99822575
6466,triangle,0.99902713
6500,triangle,0.9992295
6533,triangle,0.99930495
6566,triangle,0.99913937
6599,triangle,0.9994012
6633,triangle,0.9991831
6666,triangle,0.99866974
6699,triangle,0.99846137
6733,triangle,0.99688053
6766,triangle,0.9979674
6799,triangle,0.99725765
6833,triangle,0.99674636
6866,triangle,0.9981265
6899,triangle,0.998091
6933,triangle,0.99864596
6966,triangle,0.9983286
6999,triangle,0.99547714
7032,triangle,0.9979934
7066,triangle,0.99615884
7099,triangle,0.99298346
7132,triangle,0.9790687
7166,triangle,0.995745
7199,triangle,0.9983113
7232,triangle,0.99820995
7266,triangle,0.9984488
7299,triangle,0.99870294
7332,triangle,0.99876887
7366,triangle,0.998947
7399,triangle,0.9990978
7432,triangle,0.99887836
7465,triangle,0.99904734
7499,triangle,0.9992526
7532,triangle,0.9987304
7565,triangle,0.99722666
7599,triangle,0.9992747
7632,triangle,0.9995812
7665,triangle,0.9993442
7699,triangle,0.99890655
7732,triangle,0.9987016
7765,triangle,0.99865955
7799,triangle,0.9987824
7832,triangle,0.99826163
7865,triangle,0.9988591
7898,triangle,0.9986369
7932,triangle,0.99791056
7965,triangle,0.9983029
7998,triangle,0.998623
8032,triangle,0.9989305
8065,triangle,0.9985005
8098,triangle,0.9983765
8132,triangle,0.99837476
8165,triangle,0.99781495
8198,triangle,0.9964035
8232,triangle,0.9972255
8265,triangle,0.9975923
8298,triangle,0.9978944
8331,triangle,0.9977708
8365,triangle,0.99758995
8398,triangle,0.9952218
8431,triangle,0.9888506
8465,triangle,0.9911483
8498,triangle,0.99423945
8531,triangle,0.99455744
8565,triangle,0.99526805
8598,triangle,0.9958127
8631,triangle,0.99581546
8665,triangle,0.9945318
8698,triangle,0.99125785
8731,triangle,0.992254
8764,triangle,0.99498135
8798,triangle,0.9969402
8831,triangle,0.9969091
8864,triangle,0.9955209
8898,triangle,0.99630195
8931,triangle,0.99598676
8964,triangle,0.98951817
8998,triangle,0.9947132
9031,triangle,0.99756813
9064,triangle,0.99662465
9097,triangle,0.9978219
9131,triangle,0.9979026
9164,triangle,0.99873555
9197,triangle,0.9988468
9231,triangle,0.99913263
9264,triangle,0.9992839
9297,triangle,0.99887365
9331,triangle,0.99888396
9364,triangle,0.9981843
9397,triangle,0.9983844
