0,square,0.9948511
0,square,0.99722683
54,square,0.9950035
87,square,0.98655796
120,square,0.9906206
153,square,0.9973056
187,square,0.9991074
220,square,0.99965906
253,square,0.9998585
287,square,0.9999392
320,square,0.99995625
353,square,0.99995637
387,square,0.99995995
420,square,0.9999727
453,square,0.99997437
487,square,0.99997747
520,square,0.9999777
553,square,0.99997354
586,square,0.999974
620,square,0.9999733
653,square,0.9999691
686,square,0.99996495
720,square,0.9999329
753,square,0.99980307
786,square,0.99990857
820,square,0.99985945
853,square,0.99964947
886,square,0.99967617
920,square,0.99945176
953,square,0.99888283
986,square,0.9965068
1019,square,0.9859931
1053,square,0.9924251
1086,square,0.9941587
1119,square,0.9946919
1153,square,0.9955556
1186,square,0.99839556
1219,square,0.99876815
1253,square,0.9991397
1286,square,0.99883944
1319,square,0.9989968
1353,square,0.99919397
1386,square,0.9993098
1419,square,0.999433
1452,square,0.99928415
1486,square,0.99907565
1519,square,0.9962868
1552,square,0.99967134
1586,square,0.9998168
1619,square,0.99986804
1652,square,0.9997481
1686,square,0.9996239
1719,square,0.999316
1752,square,0.99837285
1786,square,0.9951808
1819,square,0.9917781
1852,square,0.9875561
1885,square,0.97936064
1919,square,0.9788273
1952,square,0.98429966
1985,square,0.9822066
2019,square,0.97895396
2052,square,0.97715485
2085,square,0.9874007
2119,square,0.97423506
2152,square,0.97941697
2185,square,0.98917687
2218,square,0.9938709
2252,square,0.9935697
2285,square,0.99346775
2318,square,0.9903666
2352,square,0.9830237
2385,square,0.98895365
2418,square,0.9933459
2452,square,0.9933759
2485,square,0.99405843
2518,square,0.9929816
2552,square,0.9909947
2585,square,0.99311
2618,square,0.9933847
2651,square,0.99423623
2685,square,0.9918528
2718,square,0.99683166
2751,square,0.99870646
2785,square,0.9989294
2818,square,0.9962497
2851,square,0.99520874
2885,square,0.99771315
2918,square,0.9985886
2951,square,0.99907804
2985,square,0.9998032
3018,square,0.99979067
3051,square,0.99981225
3084,square,0.99985695
3118,square,0.99976104
3151,square,0.9995187
3184,square,0.9997687
3218,square,0.999665
3251,square,0.9989901
3284,square,0.999564
3318,square,0.99938625
3351,square,0.99834824
3384,square,0.9977882
3418,square,0.99797827
3451,square,0.9987043
3484,square,0.99809456
3517,square,0.9974574
3551,square,0.9972209
3584,square,0.9982703
3617,square,0.9973069
3651,square,0.9982781
3684,square,0.99825066
3717,square,0.99924296
3751,square,0.9992097
3784,square,0.99893415
3817,square,0.9989008
3851,square,0.99896604
3884,square,0.99806744
3917,square,0.9989839
3950,square,0.99952877
3984,square,0.9997875
4017,square,0.9998543
4050,square,0.99991
4084,square,0.99993634
4117,square,0.99994504
4150,square,0.9999356
4184,square,0.99987817
4217,square,0.99965346
4250,square,0.9993349
4283,square,0.9971173
4317,square,0.99361444
4350,square,0.99138206
4383,square,0.9891804
4417,square,0.9736393
4450,square,0.9245272
4483,square,0.92466104
